item,itemLabel,position,positionLabel,start,psid
Q17319028,Jone Usamate,Q108210747,Minister for Lands and Mineral Resources,2020-04-16,Q17319028-5D66AC89-3A1C-4217-BAEF-F9D9827BC131
Q17319028,Jone Usamate,Q108211197,Minister for Infrastructure and Meteorological Services,2014-09-25,Q17319028-1B9DC85E-D903-4ECE-B981-71E33A773BFC
Q18210195,Faiyaz Koya,Q108211419,"Minister for Commerce, Trade, Tourism and Transport",2020-04-16,Q18210195-DFA78CBE-13C7-4B13-B91D-20B592182F54
Q18211338,Rosy Akbar,Q108210680,"Minister for Women, Children and Poverty Alleviation",2021-08-24,Q18211338-D66AB72B-CD95-4D5D-A5ED-3FE3C6A38648
Q18217983,Semi Koroilavesau,Q108210468,Minister for Fisheries,2018-11-21,Q18217983-F33D83FC-10E3-41B8-89FF-1F5F43746498
Q19665719,Mahendra Reddy,Q108211133,"Minister for Agriculture, Waterways and Environment",2017-12-11,Q19665719-320E331D-AB91-4534-9839-BAA6B9056F52
Q4699401,Aiyaz Sayed-Khaiyum,Q108210020,Minister for Communications and Public Enterprise,2014-10-06,Q4699401-BA8B40CB-6F33-47E6-A47C-95CE1DE6642D
Q4699401,Aiyaz Sayed-Khaiyum,Q108210022,Minister for Civil Service,2014-10-06,Q4699401-C6145FF0-80C5-486F-9018-D122EEB3145C
Q4699401,Aiyaz Sayed-Khaiyum,Q108324995,Minister for Housing and Community Development,2021-08-24,Q4699401-615C5361-0AFD-44A9-9361-C1D4C4D15BB4
Q4699401,Aiyaz Sayed-Khaiyum,Q4818599,Attorney-General of Fiji,2014-10-06,Q4699401-478ED9BA-824F-4E35-9A04-3735B04E75BF
Q4699401,Aiyaz Sayed-Khaiyum,Q97183850,Minister of Economy,2014-10-06,Q4699401-3F936B0D-FECB-43B2-BFEC-DFEBF935EC5D
Q58974724,Ifereimi Waqainabete,Q108210923,Minister for Health and Medical Services,2018-11-22,Q58974724-09F38387-BC4F-44C0-8A4E-9D05FA47D055
Q59149050,Inia Seruiratu,Q108210408,"Minister for Rural, Maritime Development and Disaster Management",2020-04-16,Q59149050-DE719B46-07EE-4AFA-ABC1-254D2DED923C
Q59149050,Inia Seruiratu,Q108210409,"Minister for Defence, National Security and Policing",2018-11-22,Q59149050-4F65A33E-0BDB-4395-B932-7CD9D4F0A885
Q59160142,Premila Kumar,Q108210358,Minister for Local Government,2018-11-22,Q59160142-BD53A709-BE94-4495-9FDD-C20FBF108146
Q59160142,Premila Kumar,Q108210873,"Minister for Education, Heritage and Arts",2021-08-24,Q59160142-f78c9153-41aa-93fb-2c04-47c43e3846e0
Q7238848,Parveen Bala,Q108210805,"Minister for Employment, Productivity, Industrial Relations, Youth and Sports",2018-11-21,Q7238848-55B792AE-4147-4F5E-83A9-776AC7B61EE7
Q57830,Frank Bainimarama,Q108211207,Minister for Forestry,2021-08-24,Q57830-C00D9465-A0BD-4DEA-8CFB-02D319DBBD63
Q57830,Frank Bainimarama,Q108212406,Minister for Sugar,2008-12-01,Q57830-A997FFE9-CDE4-4E66-A516-6A4726A8343C
Q57830,Frank Bainimarama,Q1469153,Prime Minister of Fiji,2007-01-05,Q57830-29CE3E8A-0E7E-4124-82B5-2E10CA14CF22
Q57830,Frank Bainimarama,Q6865823,Minister for iTaukei Affairs,2008-01-01,Q57830-3349F3A1-6325-4129-BA80-1D25A9F1107C
Q57830,Frank Bainimarama,Q6865844,Minister for Foreign Affairs,2016-09-09,Q57830-d537eb2b-4325-a31a-713c-5b64ebadb6b1
